agent_id,period,metric,icp_client,site,numerator,denominator,calc
697082,2026-02-24,crt,PSS-Verizon,panthers,20923.0,11.0,1902.091
684602,2026-02-23,crt,PSS-Verizon,bears,15831.0,9.0,1759.0
595318,2026-02-25,crt,PSS-Verizon,raptors,19973.0,14.0,1426.643
703031,2026-02-25,crt,PSS-Verizon,bears trn,19301.0,13.0,1484.692
705665,2026-02-22,crt,PSS-Verizon,raptors trn,545.0,1.0,545.0
694112,2026-02-20,crt,PSS-Verizon,raptors,15111.0,10.0,1511.1
689053,2026-02-20,crt,PSS-Verizon,mustangs,21162.0,17.0,1244.824
582802,2026-02-24,crt,PSS-Verizon,panthers,4982.0,4.0,1245.5
691778,2026-02-24,crt,PSS-Verizon,raptors,19390.0,15.0,1292.667
666077,2026-02-21,crt,PSS-Verizon,raptors,5164.0,3.0,1721.333
571898,2026-02-21,crt,PSS-Verizon,panthers,6112.0,4.0,1528.0
579138,2026-02-21,crt,PSS-Verizon,panthers,11680.0,9.0,1297.778
705675,2026-02-23,crt,PSS-Verizon,raptors trn,21648.0,10.0,2164.8
698857,2026-02-25,crt,PSS-Verizon,raptors,21337.0,13.0,1641.308
671321,2026-02-22,crt,PSS-Verizon,raptors,8791.0,4.0,2197.75
649620,2026-02-20,crt,PSS-Verizon,raptors,22579.0,15.0,1505.267
684403,2026-02-20,crt,PSS-Verizon,mustangs,22083.0,13.0,1698.692
704620,2026-02-20,crt,PSS-Verizon,bears trn,16691.0,8.0,2086.375
548939,2026-02-20,crt,PSS-Verizon,panthers,15585.0,7.0,2226.429
698853,2026-02-24,crt,PSS-Verizon,raptors,16838.0,12.0,1403.167
700707,2026-02-21,crt,PSS-Verizon,turtles,23520.0,12.0,1960.0
702632,2026-02-21,crt,PSS-Verizon,raptors trn,18149.0,9.0,2016.556
699883,2026-02-21,crt,PSS-Verizon,raptors,19850.0,12.0,1654.167
650784,2026-02-23,crt,PSS-Verizon,mustangs,19930.0,12.0,1660.833
699886,2026-02-23,crt,PSS-Verizon,raptors,16836.0,12.0,1403.0
688136,2026-02-25,crt,PSS-Verizon,panthers,12840.0,7.0,1834.286
690093,2026-02-25,crt,PSS-Verizon,turtles,15144.0,10.0,1514.4
695729,2026-02-20,crt,PSS-Verizon,panthers,12627.0,7.0,1803.857
666077,2026-02-24,crt,PSS-Verizon,raptors,14896.0,12.0,1241.333
704527,2026-02-21,crt,PSS-Verizon,panthers trn,25421.0,5.0,5084.2
649620,2026-02-21,crt,PSS-Verizon,raptors,11794.0,7.0,1684.857
687974,2026-02-21,crt,PSS-Verizon,panthers,24166.0,9.0,2685.111
689251,2026-02-23,crt,PSS-Verizon,bears,18483.0,14.0,1320.214
702632,2026-02-23,crt,PSS-Verizon,raptors,17264.0,13.0,1328.0
687974,2026-02-20,crt,PSS-Verizon,panthers,12963.0,12.0,1080.25
697360,2026-02-20,crt,PSS-Verizon,bears,16960.0,7.0,2422.857
703113,2026-02-20,crt,PSS-Verizon,turtles trn,18031.0,8.0,2253.875
702632,2026-02-24,crt,PSS-Verizon,raptors,15879.0,10.0,1587.9
690093,2026-02-24,crt,PSS-Verizon,turtles,21847.0,7.0,3121.0
586997,2026-02-21,crt,PSS-Verizon,raptors,11592.0,4.0,2898.0
684403,2026-02-23,crt,PSS-Verizon,mustangs,22835.0,12.0,1902.917
700898,2026-02-23,crt,PSS-Verizon,panthers,16819.0,8.0,2102.375
669874,2026-02-23,crt,PSS-Verizon,raptors,15506.0,10.0,1550.6
691778,2026-02-25,crt,PSS-Verizon,raptors,17195.0,9.0,1910.556
704620,2026-02-25,crt,PSS-Verizon,bears trn,16573.0,5.0,3314.6
701235,2026-02-25,crt,PSS-Verizon,raptors,13370.0,6.0,2228.333
695339,2026-02-22,crt,PSS-Verizon,raptors,20586.0,9.0,2287.333
571898,2026-02-22,crt,PSS-Verizon,panthers,5963.0,2.0,2981.5
579138,2026-02-22,crt,PSS-Verizon,panthers,9014.0,8.0,1126.75
699886,2026-02-20,crt,PSS-Verizon,raptors,22423.0,18.0,1245.722
703031,2026-02-20,crt,PSS-Verizon,bears trn,16690.0,8.0,2086.25
586997,2026-02-20,crt,PSS-Verizon,raptors,24040.0,10.0,2404.0
694941,2026-02-24,crt,PSS-Verizon,raptors,15250.0,8.0,1906.25
673763,2026-02-24,crt,PSS-Verizon,raptors,18868.0,8.0,2358.5
685931,2026-02-24,crt,PSS-Verizon,turtles,18765.0,10.0,1876.5
685939,2026-02-24,crt,PSS-Verizon,turtles,16794.0,13.0,1291.846
595318,2026-02-21,crt,PSS-Verizon,raptors,17031.0,10.0,1703.1
689053,2026-02-23,crt,PSS-Verizon,mustangs,18086.0,9.0,2009.556
693481,2026-02-23,crt,PSS-Verizon,bears,18853.0,13.0,1450.231
699886,2026-02-25,crt,PSS-Verizon,raptors,20712.0,7.0,2958.857
704527,2026-02-20,crt,PSS-Verizon,panthers trn,28261.0,13.0,2173.923
696633,2026-02-20,crt,PSS-Verizon,raptors,17350.0,11.0,1577.273
704620,2026-02-24,crt,PSS-Verizon,bears trn,16686.0,7.0,2383.714
629242,2026-02-24,crt,PSS-Verizon,raptors,7476.0,5.0,1495.2
624308,2026-02-24,crt,PSS-Verizon,panthers,11113.0,9.0,1234.778
666077,2026-02-23,crt,PSS-Verizon,raptors,19848.0,10.0,1984.8
703031,2026-02-23,crt,PSS-Verizon,bears trn,13923.0,8.0,1740.375
704620,2026-02-23,crt,PSS-Verizon,bears trn,19064.0,8.0,2383.0
672435,2026-02-23,crt,PSS-Verizon,turtles,19469.0,11.0,1769.909
704508,2026-02-23,crt,PSS-Verizon,panthers trn,17065.0,9.0,1896.111
671342,2026-02-25,crt,PSS-Verizon,panthers,15309.0,12.0,1275.75
705675,2026-02-25,crt,PSS-Verizon,raptors trn,14875.0,6.0,2479.167
695339,2026-02-20,crt,PSS-Verizon,raptors,16875.0,11.0,1534.091
667865,2026-02-20,crt,PSS-Verizon,raptors,24398.0,11.0,2218.0
672538,2026-02-20,crt,PSS-Verizon,raptors,23265.0,14.0,1661.786
678481,2026-02-20,crt,PSS-Verizon,raptors,24940.0,9.0,2771.111
702635,2026-02-24,crt,PSS-Verizon,raptors,13264.0,7.0,1894.857
694122,2026-02-24,crt,PSS-Verizon,raptors,13704.0,7.0,1957.714
667865,2026-02-24,crt,PSS-Verizon,raptors,16267.0,15.0,1084.467
667865,2026-02-23,crt,PSS-Verizon,raptors,22618.0,14.0,1615.571
669840,2026-02-23,crt,PSS-Verizon,raptors,19255.0,8.0,2406.875
698857,2026-02-23,crt,PSS-Verizon,raptors,20170.0,15.0,1344.667
704511,2026-02-23,crt,PSS-Verizon,panthers trn,18421.0,10.0,1842.1
698853,2026-02-25,crt,PSS-Verizon,raptors,17265.0,12.0,1438.75
697441,2026-02-25,crt,PSS-Verizon,raptors,21589.0,9.0,2398.778
678481,2026-02-25,crt,PSS-Verizon,raptors,20173.0,11.0,1833.909
702974,2026-02-25,crt,PSS-Verizon,panthers trn,16296.0,10.0,1629.6
671342,2026-02-20,crt,PSS-Verizon,panthers,14121.0,10.0,1412.1
694941,2026-02-20,crt,PSS-Verizon,raptors,21197.0,9.0,2355.222
595318,2026-02-20,crt,PSS-Verizon,raptors,16067.0,9.0,1785.222
634016,2026-02-23,crt,PSS-Verizon,mustangs,17265.0,12.0,1438.75
548939,2026-02-23,crt,PSS-Verizon,panthers,20190.0,14.0,1442.143
696633,2026-02-23,crt,PSS-Verizon,raptors,15408.0,4.0,3852.0
697360,2026-02-23,crt,PSS-Verizon,bears,11556.0,12.0,963.0
702528,2026-02-25,crt,PSS-Verizon,panthers,11717.0,9.0,1301.889
685939,2026-02-25,crt,PSS-Verizon,turtles,19582.0,13.0,1506.308
700715,2026-02-25,crt,PSS-Verizon,turtles,23247.0,15.0,1549.8
694122,2026-02-20,crt,PSS-Verizon,raptors,16486.0,7.0,2355.143
685931,2026-02-21,crt,PSS-Verizon,turtles,19074.0,11.0,1734.0
672538,2026-02-21,crt,PSS-Verizon,raptors,10093.0,9.0,1121.444
695339,2026-02-23,crt,PSS-Verizon,raptors,15401.0,9.0,1711.222
685971,2026-02-23,crt,PSS-Verizon,panthers,3214.0,3.0,1071.333
624308,2026-02-23,crt,PSS-Verizon,panthers,9632.0,8.0,1204.0
689053,2026-02-25,crt,PSS-Verizon,mustangs,14969.0,15.0,997.933
699883,2026-02-20,crt,PSS-Verizon,raptors,21888.0,7.0,3126.857
579138,2026-02-20,crt,PSS-Verizon,panthers,14848.0,9.0,1649.778
673763,2026-02-20,crt,PSS-Verizon,raptors,15807.0,8.0,1975.875
700715,2026-02-20,crt,PSS-Verizon,turtles,16879.0,12.0,1406.583
702974,2026-02-20,crt,PSS-Verizon,panthers trn,18757.0,7.0,2679.571
644833,2026-02-20,crt,PSS-Verizon,raptors,12235.0,6.0,2039.167
690875,2026-02-20,crt,PSS-Verizon,mustangs,14104.0,9.0,1567.111
547464,2026-02-20,crt,PSS-Verizon,turtles,18847.0,11.0,1713.364
671342,2026-02-24,crt,PSS-Verizon,panthers,7553.0,4.0,1888.25
700523,2026-02-24,crt,PSS-Verizon,turtles,15549.0,12.0,1295.75
689053,2026-02-24,crt,PSS-Verizon,mustangs,21110.0,9.0,2345.556
695729,2026-02-24,crt,PSS-Verizon,panthers,16507.0,10.0,1650.7
693481,2026-02-21,crt,PSS-Verizon,bears,17828.0,9.0,1980.889
678481,2026-02-21,crt,PSS-Verizon,raptors,18335.0,11.0,1666.818
705534,2026-02-21,crt,PSS-Verizon,panthers trn,7518.0,1.0,7518.0
700715,2026-02-23,crt,PSS-Verizon,turtles,24142.0,12.0,2011.833
671321,2026-02-23,crt,PSS-Verizon,raptors,15457.0,8.0,1932.125
629242,2026-02-25,crt,PSS-Verizon,raptors,13466.0,6.0,2244.333
705534,2026-02-25,crt,PSS-Verizon,panthers trn,11367.0,7.0,1623.857
634016,2026-02-20,crt,PSS-Verizon,mustangs,20769.0,9.0,2307.667
697441,2026-02-20,crt,PSS-Verizon,raptors,22558.0,7.0,3222.571
689042,2026-02-20,crt,PSS-Verizon,mustangs,16796.0,12.0,1399.667
650784,2026-02-24,crt,PSS-Verizon,mustangs,17339.0,9.0,1926.556
688136,2026-02-24,crt,PSS-Verizon,panthers,15479.0,7.0,2211.286
685941,2026-02-24,crt,PSS-Verizon,turtles,22605.0,11.0,2055.0
547464,2026-02-24,crt,PSS-Verizon,turtles,14388.0,6.0,2398.0
689251,2026-02-24,crt,PSS-Verizon,bears,21787.0,12.0,1815.583
700715,2026-02-24,crt,PSS-Verizon,turtles,20467.0,10.0,2046.7
699883,2026-02-23,crt,PSS-Verizon,raptors,19041.0,11.0,1731.0
455411,2026-02-23,crt,PSS-Verizon,turtles,11087.0,10.0,1108.7
634016,2026-02-25,crt,PSS-Verizon,mustangs,18238.0,9.0,2026.444
694112,2026-02-24,crt,PSS-Verizon,raptors,20763.0,15.0,1384.2
696001,2026-02-21,crt,PSS-Verizon,raptors,18628.0,10.0,1862.8
691778,2026-02-21,crt,PSS-Verizon,raptors,1054.0,3.0,351.333
702635,2026-02-23,crt,PSS-Verizon,raptors,12398.0,12.0,1033.167
684403,2026-02-25,crt,PSS-Verizon,mustangs,18014.0,13.0,1385.692
675462,2026-02-24,crt,PSS-Verizon,raptors,22818.0,10.0,2281.8
676229,2026-02-24,crt,PSS-Verizon,turtles,17273.0,10.0,1727.3
672538,2026-02-24,crt,PSS-Verizon,raptors,22749.0,10.0,2274.9
698857,2026-02-21,crt,PSS-Verizon,raptors,9168.0,4.0,2292.0
586997,2026-02-23,crt,PSS-Verizon,raptors,17540.0,14.0,1252.857
705665,2026-02-23,crt,PSS-Verizon,raptors trn,21479.0,8.0,2684.875
699897,2026-02-23,crt,PSS-Verizon,raptors,8874.0,7.0,1267.714
704503,2026-02-23,crt,PSS-Verizon,panthers trn,17758.0,10.0,1775.8
698853,2026-02-23,crt,PSS-Verizon,raptors,20819.0,15.0,1387.933
696000,2026-02-23,crt,PSS-Verizon,raptors,18899.0,9.0,2099.889
666077,2026-02-25,crt,PSS-Verizon,raptors,18427.0,10.0,1842.7
701612,2026-02-25,crt,PSS-Verizon,panthers,17979.0,8.0,2247.375
696633,2026-02-25,crt,PSS-Verizon,raptors,19008.0,9.0,2112.0
700977,2026-02-24,crt,PSS-Verizon,panthers,11339.0,9.0,1259.889
693482,2026-02-24,crt,PSS-Verizon,bears,15324.0,8.0,1915.5
704556,2026-02-23,crt,PSS-Verizon,panthers trn,18119.0,10.0,1811.9
698843,2026-02-23,crt,PSS-Verizon,raptors,18648.0,12.0,1554.0
675098,2026-02-23,crt,PSS-Verizon,panthers,9196.0,5.0,1839.2
696218,2026-02-20,crt,PSS-Verizon,raptors,13115.0,12.0,1092.917
646077,2026-02-20,crt,PSS-Verizon,raptors,12313.0,11.0,1119.364
685970,2026-02-20,crt,PSS-Verizon,panthers,9084.0,9.0,1009.333
672541,2026-02-20,crt,PSS-Verizon,raptors,19893.0,10.0,1989.3
646077,2026-02-21,crt,PSS-Verizon,raptors,12880.0,10.0,1288.0
678744,2026-02-24,crt,PSS-Verizon,raptors,21231.0,4.0,5307.75
684699,2026-02-24,crt,PSS-Verizon,panthers,22273.0,15.0,1484.867
705097,2026-02-23,crt,PSS-Verizon,raptors trn,19471.0,9.0,2163.444
646075,2026-02-23,crt,PSS-Verizon,raptors,8243.0,7.0,1177.571
655302,2026-02-25,crt,PSS-Verizon,turtles,14070.0,10.0,1407.0
691905,2026-02-25,crt,PSS-Verizon,panthers,13013.0,11.0,1183.0
686130,2026-02-25,crt,PSS-Verizon,turtles,15545.0,10.0,1554.5
704098,2026-02-20,crt,PSS-Verizon,raptors trn,14670.0,10.0,1467.0
684349,2026-02-20,crt,PSS-Verizon,turtles,16031.0,7.0,2290.143
693280,2026-02-21,crt,PSS-Verizon,bears,10107.0,9.0,1123.0
672524,2026-02-21,crt,PSS-Verizon,raptors,18352.0,8.0,2294.0
619580,2026-02-24,crt,PSS-Verizon,panthers,5687.0,7.0,812.429
691780,2026-02-24,crt,PSS-Verizon,raptors,20733.0,15.0,1382.2
691762,2026-02-22,crt,PSS-Verizon,raptors,15220.0,6.0,2536.667
672434,2026-02-22,crt,PSS-Verizon,turtles,24416.0,7.0,3488.0
677273,2026-02-25,crt,PSS-Verizon,panthers,4257.0,3.0,1419.0
685213,2026-02-25,crt,PSS-Verizon,raptors,4712.0,4.0,1178.0
688088,2026-02-20,crt,PSS-Verizon,turtles,20135.0,19.0,1059.737
682777,2026-02-20,crt,PSS-Verizon,panthers,18439.0,13.0,1418.385
702962,2026-02-21,crt,PSS-Verizon,panthers trn,18681.0,12.0,1556.75
623652,2026-02-23,crt,PSS-Verizon,panthers,13336.0,6.0,2222.667
624267,2026-02-25,crt,PSS-Verizon,panthers,7942.0,5.0,1588.4
702522,2026-02-22,crt,PSS-Verizon,panthers,19015.0,7.0,2716.429
678553,2026-02-20,crt,PSS-Verizon,turtles,20182.0,9.0,2242.444
673847,2026-02-21,crt,PSS-Verizon,turtles,19725.0,12.0,1643.75
686175,2026-02-24,crt,PSS-Verizon,mustangs,21523.0,10.0,2152.3
679528,2026-02-24,crt,PSS-Verizon,turtles,13558.0,9.0,1506.444
676566,2026-02-24,crt,PSS-Verizon,raptors,22001.0,12.0,1833.417
687060,2026-02-22,crt,PSS-Verizon,raptors,20223.0,14.0,1444.5
673847,2026-02-22,crt,PSS-Verizon,turtles,458.0,,0.0
702522,2026-02-23,crt,PSS-Verizon,panthers,19953.0,9.0,2217.0
627159,2026-02-23,crt,PSS-Verizon,raptors,10801.0,4.0,2700.25
551828,2026-02-23,crt,PSS-Verizon,panthers,11421.0,6.0,1903.5
702529,2026-02-25,crt,PSS-Verizon,panthers,12669.0,10.0,1266.9
619580,2026-02-25,crt,PSS-Verizon,panthers,12492.0,12.0,1041.0
664058,2026-02-20,crt,PSS-Verizon,raptors,22430.0,11.0,2039.091
493175,2026-02-21,crt,PSS-Verizon,turtles,16883.0,6.0,2813.833
705103,2026-02-24,crt,PSS-Verizon,bears trn,18184.0,9.0,2020.444
623652,2026-02-22,crt,PSS-Verizon,panthers,12906.0,8.0,1613.25
701582,2026-02-23,crt,PSS-Verizon,panthers,15942.0,8.0,1992.75
691762,2026-02-23,crt,PSS-Verizon,raptors,23738.0,10.0,2373.8
655302,2026-02-23,crt,PSS-Verizon,turtles,19087.0,8.0,2385.875
705680,2026-02-25,crt,PSS-Verizon,raptors trn,15851.0,8.0,1981.375
616572,2026-02-20,crt,PSS-Verizon,raptors,23373.0,12.0,1947.75
551828,2026-02-20,crt,PSS-Verizon,panthers,11040.0,9.0,1226.667
678744,2026-02-20,crt,PSS-Verizon,raptors,21298.0,9.0,2366.444
614213,2026-02-20,crt,PSS-Verizon,raptors,17122.0,10.0,1712.2
689057,2026-02-20,crt,PSS-Verizon,mustangs,20536.0,14.0,1466.857
705103,2026-02-21,crt,PSS-Verizon,bears trn,17134.0,6.0,2855.667
630269,2026-02-24,crt,PSS-Verizon,panthers,20657.0,9.0,2295.222
702962,2026-02-24,crt,PSS-Verizon,panthers trn,21473.0,11.0,1952.091
685213,2026-02-24,crt,PSS-Verizon,raptors,13034.0,8.0,1629.25
664058,2026-02-24,crt,PSS-Verizon,raptors,10473.0,6.0,1745.5
701582,2026-02-22,crt,PSS-Verizon,panthers,16534.0,11.0,1503.091
689057,2026-02-23,crt,PSS-Verizon,mustangs,7246.0,4.0,1811.5
551828,2026-02-21,crt,PSS-Verizon,panthers,15226.0,9.0,1691.778
672434,2026-02-24,crt,PSS-Verizon,turtles,21301.0,13.0,1638.538
705217,2026-02-24,crt,PSS-Verizon,turtles trn,10322.0,8.0,1290.25
702529,2026-02-24,crt,PSS-Verizon,panthers,21548.0,9.0,2394.222
624267,2026-02-24,crt,PSS-Verizon,panthers,11280.0,7.0,1611.429
631509,2026-02-24,crt,PSS-Verizon,panthers,19462.0,7.0,2780.286
691905,2026-02-24,crt,PSS-Verizon,panthers,17799.0,12.0,1483.25
646075,2026-02-22,crt,PSS-Verizon,raptors,5776.0,8.0,722.0
701571,2026-02-22,crt,PSS-Verizon,panthers,15669.0,14.0,1119.214
691905,2026-02-22,crt,PSS-Verizon,panthers,9710.0,8.0,1213.75
664058,2026-02-23,crt,PSS-Verizon,raptors,16151.0,12.0,1345.917
705680,2026-02-23,crt,PSS-Verizon,raptors trn,18974.0,9.0,2108.222
705217,2026-02-23,crt,PSS-Verizon,turtles trn,17098.0,6.0,2849.667
493175,2026-02-23,crt,PSS-Verizon,turtles,19803.0,9.0,2200.333
664058,2026-02-25,crt,PSS-Verizon,raptors,21886.0,10.0,2188.6
691762,2026-02-25,crt,PSS-Verizon,raptors,16803.0,10.0,1680.3
675098,2026-02-20,crt,PSS-Verizon,panthers,7598.0,7.0,1085.429
702529,2026-02-21,crt,PSS-Verizon,panthers trn,20151.0,9.0,2239.0
698843,2026-02-21,crt,PSS-Verizon,raptors,21519.0,16.0,1344.938
670402,2026-02-24,crt,PSS-Verizon,turtles,16056.0,14.0,1146.857
691762,2026-02-24,crt,PSS-Verizon,raptors,14191.0,5.0,2838.2
672523,2026-02-23,crt,PSS-Verizon,raptors,21459.0,16.0,1341.188
705623,2026-02-23,crt,PSS-Verizon,mustangs trn,18363.0,10.0,1836.3
679528,2026-02-25,crt,PSS-Verizon,turtles,21649.0,13.0,1665.308
705103,2026-02-25,crt,PSS-Verizon,bears trn,17861.0,7.0,2551.571
701582,2026-02-25,crt,PSS-Verizon,panthers,15897.0,6.0,2649.5
599372,2026-02-20,crt,PSS-Verizon,mustangs,18507.0,8.0,2313.375
693482,2026-02-21,crt,PSS-Verizon,bears,12825.0,10.0,1282.5
604038,2026-02-24,crt,PSS-Verizon,raptors,19606.0,17.0,1153.294
631509,2026-02-22,crt,PSS-Verizon,panthers,24541.0,11.0,2231.0
701943,2026-02-25,crt,PSS-Verizon,panthers,19476.0,8.0,2434.5
684335,2026-02-25,crt,PSS-Verizon,turtles,19309.0,13.0,1485.308
693374,2026-02-20,crt,PSS-Verizon,raptors,10683.0,7.0,1526.143
360408,2026-02-20,crt,PSS-Verizon,panthers,14122.0,9.0,1569.111
691780,2026-02-21,crt,PSS-Verizon,raptors,14910.0,5.0,2982.0
705623,2026-02-24,crt,PSS-Verizon,mustangs trn,16022.0,9.0,1780.222
684349,2026-02-24,crt,PSS-Verizon,turtles,20588.0,10.0,2058.8
551828,2026-02-22,crt,PSS-Verizon,panthers,11760.0,7.0,1680.0
678553,2026-02-25,crt,PSS-Verizon,turtles,21468.0,12.0,1789.0
705097,2026-02-25,crt,PSS-Verizon,raptors trn,15544.0,8.0,1943.0
599372,2026-02-25,crt,PSS-Verizon,mustangs,18492.0,12.0,1541.0
673847,2026-02-20,crt,PSS-Verizon,turtles,16670.0,9.0,1852.222
693376,2026-02-20,crt,PSS-Verizon,turtles,22750.0,11.0,2068.182
701943,2026-02-20,crt,PSS-Verizon,panthers,15572.0,9.0,1730.222
704098,2026-02-21,crt,PSS-Verizon,raptors trn,16748.0,9.0,1860.889
701197,2026-02-21,crt,PSS-Verizon,raptors,15732.0,16.0,983.25
672523,2026-02-21,crt,PSS-Verizon,raptors,14123.0,8.0,1765.375
693374,2026-02-24,crt,PSS-Verizon,raptors,13963.0,10.0,1396.3
604038,2026-02-22,crt,PSS-Verizon,raptors,21802.0,15.0,1453.467
685075,2026-02-22,crt,PSS-Verizon,raptors,9544.0,10.0,954.4
336285,2026-02-23,crt,PSS-Verizon,mustangs,10948.0,9.0,1216.444
616572,2026-02-23,crt,PSS-Verizon,raptors,21691.0,11.0,1971.909
699880,2026-02-23,crt,PSS-Verizon,raptors,13518.0,5.0,2703.6
336285,2026-02-25,crt,PSS-Verizon,mustangs,13406.0,15.0,893.733
686175,2026-02-25,crt,PSS-Verizon,mustangs,17773.0,13.0,1367.154
687060,2026-02-25,crt,PSS-Verizon,raptors,14419.0,7.0,2059.857
675126,2026-02-20,crt,PSS-Verizon,raptors,16197.0,13.0,1245.923
655302,2026-02-20,crt,PSS-Verizon,turtles,8818.0,4.0,2204.5
593877,2026-02-21,crt,PSS-Verizon,raptors,17651.0,6.0,2941.833
702522,2026-02-21,crt,PSS-Verizon,panthers trn,15657.0,9.0,1739.667
702642,2026-02-24,crt,PSS-Verizon,raptors,13223.0,8.0,1652.875
701197,2026-02-24,crt,PSS-Verizon,raptors,15409.0,8.0,1926.125
702529,2026-02-22,crt,PSS-Verizon,panthers,20059.0,14.0,1432.786
619580,2026-02-23,crt,PSS-Verizon,panthers,8410.0,4.0,2102.5
690068,2026-02-23,crt,PSS-Verizon,raptors,14154.0,6.0,2359.0
675126,2026-02-23,crt,PSS-Verizon,raptors,8663.0,7.0,1237.571
614213,2026-02-25,crt,PSS-Verizon,raptors,19797.0,10.0,1979.7
663117,2026-02-25,crt,PSS-Verizon,raptors,11350.0,6.0,1891.667
650027,2026-02-20,crt,PSS-Verizon,turtles,7979.0,7.0,1139.857
700707,2026-02-20,crt,PSS-Verizon,turtles,22266.0,13.0,1712.769
685736,2026-02-20,crt,PSS-Verizon,raptors,7177.0,3.0,2392.333
363074,2026-02-20,crt,PSS-Verizon,panthers,20871.0,10.0,2087.1
677509,2026-02-24,crt,PSS-Verizon,raptors,1249.0,2.0,624.5
700523,2026-02-21,crt,PSS-Verizon,turtles,20847.0,17.0,1226.294
704508,2026-02-21,crt,PSS-Verizon,panthers trn,22369.0,9.0,2485.444
649620,2026-02-23,crt,PSS-Verizon,raptors,27208.0,13.0,2092.923
363074,2026-02-23,crt,PSS-Verizon,panthers,15687.0,8.0,1960.875
684602,2026-02-25,crt,PSS-Verizon,bears,18094.0,10.0,1809.4
685931,2026-02-25,crt,PSS-Verizon,turtles,18374.0,12.0,1531.167
690875,2026-02-25,crt,PSS-Verizon,mustangs,17619.0,7.0,2517.0
694112,2026-02-25,crt,PSS-Verizon,raptors,16764.0,11.0,1524.0
697082,2026-02-20,crt,PSS-Verizon,panthers,24719.0,11.0,2247.182
582802,2026-02-20,crt,PSS-Verizon,panthers,4143.0,8.0,517.875
630408,2026-02-20,crt,PSS-Verizon,panthers,17971.0,11.0,1633.727
694941,2026-02-21,crt,PSS-Verizon,raptors,18916.0,6.0,3152.667
675462,2026-02-23,crt,PSS-Verizon,raptors,22787.0,18.0,1265.944
705533,2026-02-25,crt,PSS-Verizon,panthers trn,16539.0,14.0,1181.357
693419,2026-02-21,crt,PSS-Verizon,raptors,16961.0,18.0,942.278
698844,2026-02-24,crt,PSS-Verizon,raptors,13222.0,5.0,2644.4
690474,2026-02-24,crt,PSS-Verizon,bears,20256.0,8.0,2532.0
705198,2026-02-22,crt,PSS-Verizon,turtles trn,2280.0,1.0,2280.0
687988,2026-02-23,crt,PSS-Verizon,panthers,52.0,1.0,52.0
598994,2026-02-23,crt,PSS-Verizon,raptors,13084.0,7.0,1869.143
673784,2026-02-20,crt,PSS-Verizon,raptors,19307.0,10.0,1930.7
598994,2026-02-21,crt,PSS-Verizon,raptors,15353.0,8.0,1919.125
701607,2026-02-24,crt,PSS-Verizon,panthers,22300.0,13.0,1715.385
623466,2026-02-22,crt,PSS-Verizon,panthers,18358.0,7.0,2622.571
698844,2026-02-23,crt,PSS-Verizon,raptors,17789.0,15.0,1185.933
671499,2026-02-23,crt,PSS-Verizon,panthers,9183.0,10.0,918.3
663088,2026-02-23,crt,PSS-Verizon,raptors,20143.0,16.0,1258.938
695725,2026-02-25,crt,PSS-Verizon,panthers,29043.0,14.0,2074.5
694159,2026-02-20,crt,PSS-Verizon,mustangs,1116.0,1.0,1116.0
705096,2026-02-21,crt,PSS-Verizon,bears trn,17385.0,4.0,4346.25
702782,2026-02-21,crt,PSS-Verizon,turtles trn,19687.0,11.0,1789.727
685945,2026-02-21,crt,PSS-Verizon,panthers,15147.0,10.0,1514.7
698844,2026-02-21,crt,PSS-Verizon,raptors,14713.0,10.0,1471.3
690764,2026-02-21,crt,PSS-Verizon,raptors,18267.0,14.0,1304.786
695954,2026-02-24,crt,PSS-Verizon,panthers,17402.0,7.0,2486.0
701276,2026-02-24,crt,PSS-Verizon,bears,24361.0,9.0,2706.778
693419,2026-02-22,crt,PSS-Verizon,raptors,19784.0,22.0,899.273
679516,2026-02-23,crt,PSS-Verizon,turtles,18067.0,11.0,1642.455
703077,2026-02-25,crt,PSS-Verizon,panthers trn,8004.0,6.0,1334.0
700712,2026-02-25,crt,PSS-Verizon,turtles,21473.0,16.0,1342.063
694375,2026-02-20,crt,PSS-Verizon,panthers,12415.0,12.0,1034.583
701276,2026-02-21,crt,PSS-Verizon,bears,22657.0,7.0,3236.714
598994,2026-02-24,crt,PSS-Verizon,raptors,19268.0,8.0,2408.5
650333,2026-02-22,crt,PSS-Verizon,panthers,12249.0,9.0,1361.0
687276,2026-02-22,crt,PSS-Verizon,raptors,11607.0,2.0,5803.5
695954,2026-02-23,crt,PSS-Verizon,panthers,13876.0,8.0,1734.5
604128,2026-02-25,crt,PSS-Verizon,mustangs,21061.0,11.0,1914.636
697249,2026-02-20,crt,PSS-Verizon,bears,16073.0,7.0,2296.143
696431,2026-02-20,crt,PSS-Verizon,panthers,23458.0,13.0,1804.462
674110,2026-02-21,crt,PSS-Verizon,panthers,13262.0,9.0,1473.556
700976,2026-02-24,crt,PSS-Verizon,panthers,16315.0,11.0,1483.182
696735,2026-02-22,crt,PSS-Verizon,bears,17144.0,9.0,1904.889
694574,2026-02-22,crt,PSS-Verizon,raptors,22326.0,10.0,2232.6
671499,2026-02-22,crt,PSS-Verizon,panthers,9935.0,6.0,1655.833
628032,2026-02-22,crt,PSS-Verizon,raptors,23039.0,14.0,1645.643
702904,2026-02-23,crt,PSS-Verizon,bears trn,16986.0,11.0,1544.182
